Title,BSR,Price in £ (starting from),Author,ASIN,ISBN-10,ISBN-13,URL
Harry Potter Hardback Boxed Set (Signature Edition),"229,654",100.70,J.K. Rowling,1408825945, 1408825945, 978-1408825945,https://www.amazon.co.uk/Harry-Potter-Hardback-Boxed-Signature/dp/1408825945/ref=sr_1_1/262-9303092-5872127?s=books&ie=UTF8&qid=1540478484&sr=1-1&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
"Fusarium: Genomics, Molecular and Cellular Biology","349,191",121.61,D. W. Brown,1908230258, 1908230258, 978-1908230256,https://www.amazon.co.uk/Fusarium-Genomics-Molecular-Cellular-Biology/dp/1908230258/ref=sr_1_48?s=books&ie=UTF8&qid=1540478515&sr=1-48&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
The Complete History of Middle-earth (Deluxe Boxed Set),"63,023",282.24,Christopher Tolkien,0008259844, 0008259844, 978-0008259846,https://www.amazon.co.uk/Complete-History-Middle-earth-Deluxe-Boxed/dp/0008259844/ref=sr_1_64?s=books&ie=UTF8&qid=1540478533&sr=1-64&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
"Competition Damages Actions in the Eu: Law and Practice: Law and Practice, Second Edition (Elgar Competition Law and Practice Series)","289,471",105.86,David Ashton,1786430738, 1786430738, 978-1786430731,https://www.amazon.co.uk/Competition-Damages-Actions-Eu-Practice/dp/1786430738/ref=sr_1_80?s=books&ie=UTF8&qid=1540478551&sr=1-80&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
The Cambridge History of Ireland 4 Volume Hardback Set,"297,155",274.65,Thomas Bartlett,1107167299, 9781107167292, 978-1107167292,https://www.amazon.co.uk/Cambridge-History-Ireland-Hardback-Set/dp/1107167299/ref=sr_1_96?s=books&ie=UTF8&qid=1540478568&sr=1-96&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
"Fluids, Colloids, and Soft Materials: An Introduction to Soft Matter Physics (Wiley Series on Surface and Interfacial Chemistry)","484,056",102.39,Alberto Fernandez-Nieves,111806562X, 111806562X, 978-1118065624,https://www.amazon.co.uk/Fluids-Colloids-Soft-Materials-Introduction/dp/111806562X/ref=sr_1_192?s=books&ie=UTF8&qid=1540478673&sr=1-192&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
"Rosai and Ackerman's Surgical Pathology - 2 Volume Set, 11e","285,810",170.81,John R. Goldblum MD  FCAP  FASCP  FACG,0323263399, 9780323263399, 978-0323263399,https://www.amazon.co.uk/Rosai-Ackermans-Surgical-Pathology-Set/dp/0323263399/ref=sr_1_208?s=books&ie=UTF8&qid=1540478688&sr=1-208&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
Construction métallique : Notions fondamentales et méthodes de dimensionnement,"249,698",245.00,Manfred A. Hirt,2880746469, 2880746469, 978-2880746469,https://www.amazon.co.uk/Construction-m%C3%A9tallique-fondamentales-m%C3%A9thodes-dimensionnement/dp/2880746469/ref=sr_1_240?s=books&ie=UTF8&qid=1540478716&sr=1-240&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
Parliamentary Practice,"559,181",216.20,Thomas Erskine May,0406291020, 0406291020, 978-0406291028,https://www.amazon.co.uk/Parliamentary-Practice-Thomas-Erskine-May/dp/0406291020/ref=sr_1_256?s=books&ie=UTF8&qid=1540478733&sr=1-256&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
The Selected Writings of Andrew Lang (The Pickering Masters),"251,562",538.39,Tom Hubbard,1848931484, 1848931484, 978-1848931480,https://www.amazon.co.uk/Selected-Writings-Andrew-Pickering-Masters/dp/1848931484/ref=sr_1_288?s=books&ie=UTF8&qid=1540478761&sr=1-288&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
"Two-Stroke Cycle Engine: It's Development, Operation and Design (Combustion)","558,636",160.71,John B. Heywood,1560328312, 9781560328315, 978-1560328315,https://www.amazon.co.uk/Two-Stroke-Cycle-Engine-Development-Combustion/dp/1560328312/ref=sr_1_304?s=books&ie=UTF8&qid=1540478779&sr=1-304&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
Vernunft als Weisheit (Hermaea),"413,980",235.51,Ingrid Strohschneider-Kohrs,3484150653, 3484150653, 978-3484150652,https://www.amazon.co.uk/Vernunft-Weisheit-Hermaea-Ingrid-Strohschneider-Kohrs/dp/3484150653/ref=sr_1_336?s=books&ie=UTF8&qid=1540478814&sr=1-336&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
The Fashionable Savages,"729,837",964.83,John Fairchild,B0007DZAMI,Not available,Not available,https://www.amazon.co.uk/Fashionable-Savages-John-Fairchild/dp/B0007DZAMI/ref=sr_1_352?s=books&ie=UTF8&qid=1540478831&sr=1-352&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
"Chemistry Education: Best Practices, Opportunities and Trends","648,019",110.16,Javier García-Martínez,3527336052, 3527336052, 978-3527336050,https://www.amazon.co.uk/Chemistry-Education-Practices-Opportunities-Trends/dp/3527336052/ref=sr_1_496?s=books&ie=UTF8&qid=1540478977&sr=1-496&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
"Textbook of Critical Care, 7e","450,738",229.88,Jean-Louis Vincent MD  PhD,032337638X, 9780323376389, 978-0323376389,https://www.amazon.co.uk/Textbook-Critical-Care-Jean-Louis-Vincent/dp/032337638X/ref=sr_1_544?s=books&ie=UTF8&qid=1540479032&sr=1-544&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
Enzyme Nanoarchitectures: Enzymes Armored with Graphene: Volume 609 (Methods in Enzymology),"688,350",201.57,Challa Vijaya Kumar,0128152400, 0128152400, 978-0128152409,https://www.amazon.co.uk/Enzyme-Nanoarchitectures-Enzymes-Graphene-Enzymology/dp/0128152400/ref=sr_1_560?s=books&ie=UTF8&qid=1540479047&sr=1-560&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
nomen est omen: Die verborgene Botschaft der Vornamen - Von Adam bis Zarah,"605,986",133.90,Joachim Schaffer-Suchomel,3442337771, 3442337771, 978-3442337774,https://www.amazon.co.uk/nomen-est-omen-verborgene-Botschaft/dp/3442337771/ref=sr_1_576?s=books&ie=UTF8&qid=1540479062&sr=1-576&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
"Syrische Astrologie Und Das Syrische Medizinbuch: 7 (Science, Technology, and Medicine in Ancient Cultures)","480,075",120.92,Stefanie Rudolf,3110563649, 3110563649, 978-3110563641,https://www.amazon.co.uk/Syrische-Astrologie-Das-Medizinbuch-Technology/dp/3110563649/ref=sr_1_608?s=books&ie=UTF8&qid=1540479095&sr=1-608&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
Introduction to Robotics: Mechanics and Control,"377,143",158.06,John J. Craig,0133489795, 0133489795, 978-0133489798,https://www.amazon.co.uk/Introduction-Robotics-Mechanics-John-Craig/dp/0133489795/ref=sr_1_672?s=books&ie=UTF8&qid=1540479170&sr=1-672&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
The Politics of Online Copyright Enforcement in the EU: Access and Control (Information Technology and Global Governance),"620,525",158.86,Trisha Meyer,331950973X, 9783319509730, 978-3319509730,https://www.amazon.co.uk/Politics-Online-Copyright-Enforcement-Information/dp/331950973X/ref=sr_1_704?s=books&ie=UTF8&qid=1540479206&sr=1-704&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
Janeway's Immunobiology,"775,938",295.74,Kenneth Murphy,0815344457, 0815344457, 978-0815344452,https://www.amazon.co.uk/Janeways-Immunobiology-Kenneth-Murphy/dp/0815344457/ref=sr_1_832?s=books&ie=UTF8&qid=1540479338&sr=1-832&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
"[Pullman Profile: No. 2: The Standard 'K' Type Cars] (By: Antony M. Ford) [published: April, 2010]","839,981",290.00,Antony M. Ford,B0170L9UOI,Not available,Not available,https://www.amazon.co.uk/Pullman-Profile-Standard-Antony-published/dp/B0170L9UOI/ref=sr_1_848?s=books&ie=UTF8&qid=1540479350&sr=1-848&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
Alvar Aalto  Das Gesamtwerk / L'uvre complète / The Complete Work: Complete Works,"337,588",289.66,Karl Fleig,3764355174, 9783764355173, 978-3764355173,https://www.amazon.co.uk/Alvar-Aalto-Gesamtwerk-compl%C3%A8te-Complete/dp/3764355174/ref=sr_1_880?s=books&ie=UTF8&qid=1540479386&sr=1-880&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
Barrington Atlas of the Greek and Roman World: Directory (2 Vol Set),"539,073",215.27,Richard J.A. Talbert,0691049459, 9780691049458, 978-0691049458,https://www.amazon.co.uk/Barrington-Atlas-Greek-Roman-World/dp/0691049459/ref=sr_1_992?s=books&ie=UTF8&qid=1540479505&sr=1-992&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
"Porsche 911 (Type 996) Service Manual 1999, 2000, 2001, 2002, 2003, 2004, 2005: Carrera, Carrera 4, Carrera 4s","86,143",149.46,Bentley Publishers,0837617103, 0837617103, 978-0837617107,https://www.amazon.co.uk/Porsche-Type-Service-Manual-1999/dp/0837617103/ref=sr_1_1072?s=books&ie=UTF8&qid=1540479590&sr=1-1072&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
In Hitlers Schatten: Erinnerungen und Aufzeichnungen des Chefadjutanten 1925 - 1945,"685,485",145.50,Julius Schaub,3806112177, 3806112177, 978-3806112177,https://www.amazon.co.uk/Hitlers-Schatten-Erinnerungen-Aufzeichnungen-Chefadjutanten/dp/3806112177/ref=sr_1_1088?s=books&ie=UTF8&qid=1540479609&sr=1-1088&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
William Burges and the High Victorian Dream,"654,761",134.94,Joseph Mordaunt Crook,071953822X, 071953822X, 978-0719538223,https://www.amazon.co.uk/William-Burges-High-Victorian-Dream/dp/071953822X/ref=sr_1_1104?s=books&ie=UTF8&qid=1540479630&sr=1-1104&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
Tyre and Vehicle Dynamics,"704,219",134.54,Hans B. Pacejka,0750651415, 0750651415, 978-0750651417,https://www.amazon.co.uk/Tyre-Vehicle-Dynamics-Hans-Pacejka/dp/0750651415/ref=sr_1_1120?s=books&ie=UTF8&qid=1540479646&sr=1-1120&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
Applied Petroleum Reservoir Engineering,"182,469",139.75,J. Brandon Rogers,0133155587, 0133155587, 978-0133155587,https://www.amazon.co.uk/Applied-Petroleum-Reservoir-Engineering-Ronald/dp/0133155587/ref=sr_1_1152?s=books&ie=UTF8&qid=1540479677&sr=1-1152&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
"The Physics of Atoms and Quanta: Introduction to Experiments and Theory (Advanced Texts in Physics) 7th rev. and enlarge edition by Haken, Hermann, Wolf, Hans Christoph (2005) Hardcover","543,278",129.38,No Author Specified!!,B01181NVX2,Not available,Not available,https://www.amazon.co.uk/Physics-Atoms-Quanta-Introduction-Experiments/dp/B01181NVX2/ref=sr_1_1199?s=books&ie=UTF8&qid=1540479729&sr=1-1199&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
"Atlas of Human Anatomy, Professional Edition: including NetterReference.com Access with Full Downloadable Image Bank, 7e (Netter Basic Science)","506,844",160.00,Frank H. Netter MD,0323554288, 0323554288, 978-0323554282,https://www.amazon.co.uk/Atlas-Human-Anatomy-Professional-NetterReference-com/dp/0323554288/ref=sr_1_1169?s=books&ie=UTF8&qid=1540479711&sr=1-1169&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
Liquid Sloshing Dynamics: Theory and Applications,"660,313",193.88,Raouf A. Ibrahim,0521838851, 0521838851, 978-0521838856,https://www.amazon.co.uk/Liquid-Sloshing-Dynamics-Theory-Applications/dp/0521838851/ref=sr_1_1167?s=books&ie=UTF8&qid=1540479693&sr=1-1167&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
"Dewey Decimal Classification, DDC 23 (Dewey Decimal Classification & Relative Index)","813,618",265.77,Melvil Dewey,1910608815, 1910608815, 978-1910608814,https://www.amazon.co.uk/Dewey-Decimal-Classification-Relative-Index/dp/1910608815/ref=sr_1_1165?s=books&ie=UTF8&qid=1540479693&sr=1-1165&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
Isis on the Nile. Egyptian Gods in Hellenistic and Roman Egypt (Religions in the Graeco-Roman World),"665,066",263.59,Laurent Bricault,9004188827, 9004188827, 978-9004188822,https://www.amazon.co.uk/Nile-Egyptian-Hellenistic-Religions-Graeco-Roman/dp/9004188827/ref=sr_1_1163?s=books&ie=UTF8&qid=1540479693&sr=1-1163&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
"Murray & Nadel's Textbook of Respiratory Medicine, 2-Volume Set, 6e (Murray and Nadel's Textbook of Respiratory Medicine)","588,053",220.10,V.Courtney Broaddus MD,1455733830, 1455733830, 978-1455733835,https://www.amazon.co.uk/Murray-Nadels-Textbook-Respiratory-Medicine/dp/1455733830/ref=sr_1_1162?s=books&ie=UTF8&qid=1540479693&sr=1-1162&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
"King Arthur, King of Glamorgan and Gwent","878,925",349.99,Alan Wilson,0862850010, 0862850010, 978-0862850012,https://www.amazon.co.uk/King-Arthur-Glamorgan-Gwent/dp/0862850010/ref=sr_1_1160?s=books&ie=UTF8&qid=1540479693&sr=1-1160&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
Simply Jiggy: The Ashoka Cookschool Cookbook,"315,580",729.99,Jiggy Majhu,1845024958, 1845024958, 978-1845024956,https://www.amazon.co.uk/Simply-Jiggy-Ashoka-Cookschool-Cookbook/dp/1845024958/ref=sr_1_1158?s=books&ie=UTF8&qid=1540479693&sr=1-1158&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
Development Through the Lifespan,"287,123",141.08,Laura E. Berk,0134419693, 9780134419695, 978-0134419695,https://www.amazon.co.uk/Development-Through-Lifespan-Laura-Berk/dp/0134419693/ref=sr_1_1155?s=books&ie=UTF8&qid=1540479693&sr=1-1155&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
"Pastoral Poetry and an Essay on Criticism, the Twickenham edition of the Poems of alexander Pope volume I","638,829",108.11,Unnamed,B00150H3QS,Not available,Not available,https://www.amazon.co.uk/Pastoral-Poetry-Criticism-Twickenham-alexander/dp/B00150H3QS/ref=sr_1_1153?s=books&ie=UTF8&qid=1540479693&sr=1-1153&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
"Sabiston Textbook of Surgery: The Biological Basis of Modern Surgical Practice, 20e","194,936",124.26,Courtney M. Townsend Jr. JR.   MD,0323299873, 0323299873, 978-0323299879,https://www.amazon.co.uk/Sabiston-Textbook-Surgery-Biological-Surgical/dp/0323299873/ref=sr_1_1150?s=books&ie=UTF8&qid=1540479677&sr=1-1150&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
Green's Functions for Solid State Physicists (Frontiers in physics),"553,388",144.95,Sebastian Doniach,0805323945, 0805323945, 978-0805323948,https://www.amazon.co.uk/Greens-Functions-Physicists-Frontiers-physics/dp/0805323945/ref=sr_1_1149?s=books&ie=UTF8&qid=1540479677&sr=1-1149&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
"The Heart of Leonardo: Foreword by HRH Prince Charles, The Prince of Wales","457,214",103.55,Francis Wells,1447145305, 1447145305, 978-1447145301,https://www.amazon.co.uk/Heart-Leonardo-Foreword-Prince-Charles/dp/1447145305/ref=sr_1_1148?s=books&ie=UTF8&qid=1540479677&sr=1-1148&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
Katalog Der Festlandischen Handschriften Des Neunten Jahrhunderts (Mit Ausnahme Der Wisigotischen) Teil III: Padua-Zwickau: Aus Dem Nachlass ... 3 (Bayerische Akademie Der Wissenschaften),"715,383",202.98,Bernhard Bischoff M.A.,3447100567, 9783447100564, 978-3447100564,https://www.amazon.co.uk/Festlandischen-Handschriften-Jahrhunderts-Ausnahme-Wisigotischen/dp/3447100567/ref=sr_1_1147?s=books&ie=UTF8&qid=1540479677&sr=1-1147&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
The Orchids of Cyprus,"674,980",152.75,C.A.J. Kreutz,9080662631, 9080662631, 978-9080662636,https://www.amazon.co.uk/Orchids-Cyprus-C-J-Kreutz/dp/9080662631/ref=sr_1_1145?s=books&ie=UTF8&qid=1540479677&sr=1-1145&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
Parker's Will Precedents,"128,942",120.99,Richard Dew,1784518824, 1784518824, 978-1784518820,https://www.amazon.co.uk/Parkers-Will-Precedents-Richard-Dew/dp/1784518824/ref=sr_1_1144?s=books&ie=UTF8&qid=1540479677&sr=1-1144&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
Judicial Review,"686,984",150.00,Mark de Blacam,1780437021, 1780437021, 978-1780437026,https://www.amazon.co.uk/Judicial-Review-Mark-Blacam/dp/1780437021/ref=sr_1_1137?s=books&ie=UTF8&qid=1540479677&sr=1-1137&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
Judicial Review,"686,984",150.00,Mark de Blacam,1780437021, 1780437021, 978-1780437026,https://www.amazon.co.uk/Judicial-Review-Mark-Blacam/dp/1780437021/ref=sr_1_1131?s=books&ie=UTF8&qid=1540479663&sr=1-1131&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
Offaly: History and Society - Interdisciplinary Essays on the History of an Irish County (Irish County History S.),"727,062",102.68,William Nolan,0906602904, 0906602904, 978-0906602904,https://www.amazon.co.uk/Offaly-History-Society-Interdisciplinary-Essays/dp/0906602904/ref=sr_1_1130?s=books&ie=UTF8&qid=1540479663&sr=1-1130&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
"Principles of Neurological Surgery, 4e","122,928",168.45,Richard G. Ellenbogen MD  FACS,0323431402, 0323431402, 978-0323431408,https://www.amazon.co.uk/Principles-Neurological-Surgery-Richard-Ellenbogen/dp/0323431402/ref=sr_1_1126?s=books&ie=UTF8&qid=1540479663&sr=1-1126&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
L'art en France : De la Renaissance aux Lumières,"883,133",101.46,Michèle-Caroline Heck,2850884448, 2850884448, 978-2850884443,https://www.amazon.co.uk/Lart-France-Renaissance-aux-Lumi%C3%A8res/dp/2850884448/ref=sr_1_1125?s=books&ie=UTF8&qid=1540479663&sr=1-1125&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
An Outline of the History of Economic Thought,"616,636",197.54,Ernesto Screpanti,0199279136, 9780199279135, 978-0199279135,https://www.amazon.co.uk/Outline-History-Economic-Thought/dp/0199279136/ref=sr_1_1124?s=books&ie=UTF8&qid=1540479663&sr=1-1124&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
"Diagnostic and Surgical Arthroscopy in the Horse, 4e","708,849",140.18,C. Wayne McIlwraith BVSc  PhD  DSc  FRCVS  Diplomate ACVS  Diplomate ECVS  Diplomate ACVSMR,0723436932, 0723436932, 978-0723436935,https://www.amazon.co.uk/Diagnostic-Surgical-Arthroscopy-Horse-4e/dp/0723436932/ref=sr_1_1123?s=books&ie=UTF8&qid=1540479663&sr=1-1123&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
Clinical Negligence (5th Ed),"620,654",345.00,Dr Michael Powers QC and Dr Anthony Barton,1780434855, 1780434855, 978-1780434858,https://www.amazon.co.uk/Clinical-Negligence-Michael-Powers-Anthony/dp/1780434855/ref=sr_1_1118?s=books&ie=UTF8&qid=1540479646&sr=1-1118&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
"Waltharius, and Ruodlieb (Garland Library of Medieval Literature)","755,987",180.18,Ekkehard I,0824094441, 0824094441, 978-0824094447,https://www.amazon.co.uk/Waltharius-Ruodlieb-Garland-Medieval-Literature/dp/0824094441/ref=sr_1_1114?s=books&ie=UTF8&qid=1540479646&sr=1-1114&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
"Period Costume for Stage and Screen: Patterns for Outer Garments: Cloaks, Capes, Stoles and Wadded Mantles: 1","667,009",150.00,Jean Hunnisett,0887346650, 0887346650, 978-0887346651,https://www.amazon.co.uk/Period-Costume-Stage-Screen-Patterns/dp/0887346650/ref=sr_1_1112?s=books&ie=UTF8&qid=1540479646&sr=1-1112&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
Spin-Orbit Coupling Effects in Two-Dimensional Electron and Hole Systems (Springer Tracts in Modern Physics),"739,253",186.63,Roland Winkler,3540011870, 9783540011873, 978-3540011873,https://www.amazon.co.uk/Spin-Orbit-Coupling-Two-Dimensional-Electron-Springer/dp/3540011870/ref=sr_1_1110?s=books&ie=UTF8&qid=1540479646&sr=1-1110&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
Sparrow Volume 12: Sergio Toppi,"675,840",152.62,Sergio Toppi,1600104533, 1600104533, 978-1600104534,https://www.amazon.co.uk/Sparrow-12-Sergio-Toppi/dp/1600104533/ref=sr_1_1109?s=books&ie=UTF8&qid=1540479646&sr=1-1109&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
William Burges and the High Victorian Dream,"654,761",134.94,Joseph Mordaunt Crook,071953822X, 071953822X, 978-0719538223,https://www.amazon.co.uk/William-Burges-High-Victorian-Dream/dp/071953822X/ref=sr_1_1107?s=books&ie=UTF8&qid=1540479646&sr=1-1107&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
"Campbell-Walsh Urology: 4-Volume Set, 11e","508,827",340.92,Alan J. Wein MD  PhD (Hon)  FACS,1455775673, 1455775673, 978-1455775675,https://www.amazon.co.uk/Campbell-Walsh-Urology-4-Set-11e/dp/1455775673/ref=sr_1_1106?s=books&ie=UTF8&qid=1540479646&sr=1-1106&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
The Foundations of Frege's Logic (Grundlagen der Kommunikation und Kognition/Foundations of Communication and Cognition),"666,837",102.18,Pavel Tichy,3110116685, 9783110116687, 978-3110116687,https://www.amazon.co.uk/Foundations-Grundlagen-Kommunikation-Kognition-Communication/dp/3110116685/ref=sr_1_1105?s=books&ie=UTF8&qid=1540479646&sr=1-1105&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
"Campbell-Walsh Urology: 4-Volume Set, 11e","508,827",340.92,Alan J. Wein MD  PhD (Hon)  FACS,1455775673, 1455775673, 978-1455775675,https://www.amazon.co.uk/Campbell-Walsh-Urology-4-Set-11e/dp/1455775673/ref=sr_1_1103?s=books&ie=UTF8&qid=1540479630&sr=1-1103&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
The Foundations of Frege's Logic (Grundlagen der Kommunikation und Kognition/Foundations of Communication and Cognition),"666,837",102.18,Pavel Tichy,3110116685, 9783110116687, 978-3110116687,https://www.amazon.co.uk/Foundations-Grundlagen-Kommunikation-Kognition-Communication/dp/3110116685/ref=sr_1_1102?s=books&ie=UTF8&qid=1540479630&sr=1-1102&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
Logging the Chalk,"455,921",119.54,Rory N. Mortimore,1849950989, 9781849950985, 978-1849950985,https://www.amazon.co.uk/Logging-Chalk-Rory-N-Mortimore/dp/1849950989/ref=sr_1_1101?s=books&ie=UTF8&qid=1540479630&sr=1-1101&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
Therapeutic Nuclear Medicine (Medical Radiology / Radiation Oncology),"678,207",141.00,Richard P. Baum,3540367187, 9783540367185, 978-3540367185,https://www.amazon.co.uk/Therapeutic-Medicine-Radiology-Radiation-Oncology/dp/3540367187/ref=sr_1_1099?s=books&ie=UTF8&qid=1540479630&sr=1-1099&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
Communicating the Middle Ages: Essays in Honour of Sophia Menache (Crusades - Subsidia),"703,685",101.94,Iris Shagrir,1138068195, 1138068195, 978-1138068193,https://www.amazon.co.uk/Communicating-Middle-Ages-Crusades-Subsidia/dp/1138068195/ref=sr_1_1098?s=books&ie=UTF8&qid=1540479630&sr=1-1098&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
20 Years of Guided Bone Regeneration in Implant Dentistry,"325,461",138.45,Daniel Buser,0867154012, 0867154012, 978-0867154016,https://www.amazon.co.uk/Years-Guided-Regeneration-Implant-Dentistry/dp/0867154012/ref=sr_1_1097?s=books&ie=UTF8&qid=1540479630&sr=1-1097&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
Aligner Orthodontics,"439,133",188.84,Werner Schupp,1850972842, 9781850972846, 978-1850972846,https://www.amazon.co.uk/Aligner-Orthodontics-Werner-Schupp/dp/1850972842/ref=sr_1_1093?s=books&ie=UTF8&qid=1540479630&sr=1-1093&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
In Hitlers Schatten: Erinnerungen und Aufzeichnungen des Chefadjutanten 1925 - 1945,"685,485",145.50,Julius Schaub,3806112177, 3806112177, 978-3806112177,https://www.amazon.co.uk/Hitlers-Schatten-Erinnerungen-Aufzeichnungen-Chefadjutanten/dp/3806112177/ref=sr_1_1091?s=books&ie=UTF8&qid=1540479630&sr=1-1091&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
Vertical and Horizontal Ridge Augmentation: New Perspectives,"488,309",199.89,István Urbán,1786980002, 1786980002, 978-1786980007,https://www.amazon.co.uk/Vertical-Horizontal-Ridge-Augmentation-Perspectives/dp/1786980002/ref=sr_1_1090?s=books&ie=UTF8&qid=1540479630&sr=1-1090&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
Vertical and Horizontal Ridge Augmentation: New Perspectives,"488,309",199.89,István Urbán,1786980002, 1786980002, 978-1786980007,https://www.amazon.co.uk/Vertical-Horizontal-Ridge-Augmentation-Perspectives/dp/1786980002/ref=sr_1_1087?s=books&ie=UTF8&qid=1540479609&sr=1-1087&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
The Palgrave Handbook of Organizational Change Thinkers,"875,800",589.42,David B. Szabla,3319528777, 3319528777, 978-3319528779,https://www.amazon.co.uk/Palgrave-Handbook-Organizational-Change-Thinkers/dp/3319528777/ref=sr_1_1083?s=books&ie=UTF8&qid=1540479609&sr=1-1083&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
Sources of Inspiration: For Ceramics and the Applied Arts by Carolyn Genders (2002-07-31),"540,334",199.81,No Author Specified!!,B01K95X8LI,Not available,Not available,https://www.amazon.co.uk/Sources-Inspiration-Ceramics-Applied-2002-07-31/dp/B01K95X8LI/ref=sr_1_1076?s=books&ie=UTF8&qid=1540479609&sr=1-1076&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
