Title,BSR,Price in £ (starting from),Author,Book TypeASIN,ISBN-10,ISBN-13,URL
"Quantum Mechanics, 2 Volume Set","613,591",240.59,Claude Cohen-Tannoudji,Paperback,0471569526, 0471569526, 978-0471569527,https://www.amazon.co.uk/Quantum-Mechanics-Set-Claude-Cohen-Tannoudji/dp/0471569526/ref=sr_1_250?s=books&ie=UTF8&qid=1540505471&sr=1-250&refinements=p_n_binding_browse-bin%3A492564011%2Cp_36%3A10000-100000
Oxford Reading Tree Songbirds Phonics: Level 1+: Class Pack of 36,"705,989",145.70,Julia Donaldson,Paperback,0198387911, 9780198387916, 978-0198387916,https://www.amazon.co.uk/Oxford-Reading-Tree-Songbirds-Phonics/dp/0198387911/ref=sr_1_249?s=books&ie=UTF8&qid=1540505471&sr=1-249&refinements=p_n_binding_browse-bin%3A492564011%2Cp_36%3A10000-100000
Cornucopia II: A Source Book of Edible Plants,"564,495",104.58,Stephen Facciola,Paperback,0962808725, 0962808725, 978-0962808722,https://www.amazon.co.uk/Cornucopia-II-Source-Edible-Plants/dp/0962808725/ref=sr_1_247?s=books&ie=UTF8&qid=1540505471&sr=1-247&refinements=p_n_binding_browse-bin%3A492564011%2Cp_36%3A10000-100000
Robot Motion Planning (The Springer International Series in Engineering and Computer Science),"575,220",129.98,Jean-Claude Latombe,Paperback,079239206X, 9780792392064, 978-0792392064,https://www.amazon.co.uk/Planning-Springer-International-Engineering-Computer/dp/079239206X/ref=sr_1_246?s=books&ie=UTF8&qid=1540505471&sr=1-246&refinements=p_n_binding_browse-bin%3A492564011%2Cp_36%3A10000-100000
The Galilean and the Goose: How Christianity Converted the Roman Empire,"123,047",104.95,Denzil Davies,Paperback,0956648908, 0956648908, 978-0956648907,https://www.amazon.co.uk/Galilean-Goose-Christianity-Converted-Empire/dp/0956648908/ref=sr_1_245?s=books&ie=UTF8&qid=1540505471&sr=1-245&refinements=p_n_binding_browse-bin%3A492564011%2Cp_36%3A10000-100000
After the Creel Fleet,"453,837",146.99,Niall Campbell,Paperback,1905939760, 1905939760, 978-1905939763,https://www.amazon.co.uk/After-Creel-Fleet-Niall-Campbell/dp/1905939760/ref=sr_1_244?s=books&ie=UTF8&qid=1540505471&sr=1-244&refinements=p_n_binding_browse-bin%3A492564011%2Cp_36%3A10000-100000
A Practical Guide to Software Licensing for Licensees and Licensors,"82,780",120.40,H Ward Classen,Paperback,1634254007, 1634254007, 978-1634254007,https://www.amazon.co.uk/Practical-Software-Licensing-Licensees-Licensors/dp/1634254007/ref=sr_1_241?s=books&ie=UTF8&qid=1540505471&sr=1-241&refinements=p_n_binding_browse-bin%3A492564011%2Cp_36%3A10000-100000
No Title Available!!,"438,314",485.20,Peter Ilyich Tchaikovsky,Paperback,0486408531, 0486408531, 978-0486408538,https://www.amazon.co.uk/Queen-Spades-Op-Full-Score/dp/0486408531/ref=sr_1_232?s=books&ie=UTF8&qid=1540505455&sr=1-232&refinements=p_n_binding_browse-bin%3A492564011%2Cp_36%3A10000-100000
"Mastering IDEAScript: The Definitive Guide, with Website","634,719",133.12,John Paul Mueller,Paperback,1118004485, 1118004485, 978-1118004487,https://www.amazon.co.uk/Mastering-IDEAScript-Definitive-Guide-Website/dp/1118004485/ref=sr_1_231?s=books&ie=UTF8&qid=1540505455&sr=1-231&refinements=p_n_binding_browse-bin%3A492564011%2Cp_36%3A10000-100000
Precedent in Law (Clarendon Paperbacks),"445,363",289.26,Laurence Goldstein,Paperback,0198257244, 0198257244, 978-0198257240,https://www.amazon.co.uk/Precedent-Clarendon-Paperbacks-Laurence-Goldstein/dp/0198257244/ref=sr_1_229?s=books&ie=UTF8&qid=1540505455&sr=1-229&refinements=p_n_binding_browse-bin%3A492564011%2Cp_36%3A10000-100000
Alberto Burri,"615,379",237.49,Alberto Burri,Paperback,8480262893, 8480262893, 978-8480262897,https://www.amazon.co.uk/Alberto-Burri/dp/8480262893/ref=sr_1_227?s=books&ie=UTF8&qid=1540505455&sr=1-227&refinements=p_n_binding_browse-bin%3A492564011%2Cp_36%3A10000-100000
Musical Terminology: A Practical Compendium in Four Languages (0),"485,505",134.94,David Boccagna,Paperback,1576470156, 1576470156, 978-1576470152,https://www.amazon.co.uk/Musical-Terminology-Practical-Compendium-Languages/dp/1576470156/ref=sr_1_225?s=books&ie=UTF8&qid=1540505455&sr=1-225&refinements=p_n_binding_browse-bin%3A492564011%2Cp_36%3A10000-100000
Osteopathic Diagnosis,"364,626",180.00,Emanuel Sammut,Paperback,0748732969, 0748732969, 978-0748732968,https://www.amazon.co.uk/Osteopathic-Diagnosis-Emanuel-Sammut/dp/0748732969/ref=sr_1_214?s=books&ie=UTF8&qid=1540505436&sr=1-214&refinements=p_n_binding_browse-bin%3A492564011%2Cp_36%3A10000-100000
HBR's 10 Must Reads Ultimate Boxed Set (14 Books),"416,890",189.02,Harvard Business Review,Paperback,1633693155, 9781633693159, 978-1633693159,https://www.amazon.co.uk/HBRs-Reads-Ultimate-Boxed-Books/dp/1633693155/ref=sr_1_205?s=books&ie=UTF8&qid=1540505418&sr=1-205&refinements=p_n_binding_browse-bin%3A492564011%2Cp_36%3A10000-100000
Reminiscences and Pictures of Old Blaby,"380,678",832.99,Shirley Smith,Paperback,0953805719, 0953805719, 978-0953805716,https://www.amazon.co.uk/Reminiscences-Pictures-Blaby-Shirley-Smith/dp/0953805719/ref=sr_1_204?s=books&ie=UTF8&qid=1540505418&sr=1-204&refinements=p_n_binding_browse-bin%3A492564011%2Cp_36%3A10000-100000
The Ribhu Gita/(Sixth Amsa Of Siva Rahasyam) by Saint Ribhu/Translated by Dr.Lingeswar Rao and Dr.Anil Sharm (2012) Paperback,"524,929",118.74,No Author Specified!!,Paperback,B00POFA2JK,Not available,Not available,https://www.amazon.co.uk/Rahasyam-Translated-Dr-Lingeswar-Dr-Anil-Paperback/dp/B00POFA2JK/ref=sr_1_203?s=books&ie=UTF8&qid=1540505418&sr=1-203&refinements=p_n_binding_browse-bin%3A492564011%2Cp_36%3A10000-100000
Manual of Structural Kinesiology,"483,791",111.54,R .T. Floyd,Paperback,125987043X, 125987043X, 978-1259870439,https://www.amazon.co.uk/Manual-Structural-Kinesiology-T-Floyd/dp/125987043X/ref=sr_1_200?s=books&ie=UTF8&qid=1540505418&sr=1-200&refinements=p_n_binding_browse-bin%3A492564011%2Cp_36%3A10000-100000
"Quantum Mechanics, 2 Volume Set","613,591",240.59,Claude Cohen-Tannoudji,Paperback,0471569526, 0471569526, 978-0471569527,https://www.amazon.co.uk/Quantum-Mechanics-Set-Claude-Cohen-Tannoudji/dp/0471569526/ref=sr_1_199?s=books&ie=UTF8&qid=1540505418&sr=1-199&refinements=p_n_binding_browse-bin%3A492564011%2Cp_36%3A10000-100000
Engineering Guide to the Safety of Concrete and Masonry Dam Structures in the UK,"582,882",163.06,R. A. Reader,Paperback,0860174328, 0860174328, 978-0860174325,https://www.amazon.co.uk/Engineering-Safety-Concrete-Masonry-Structures/dp/0860174328/ref=sr_1_193?s=books&ie=UTF8&qid=1540505418&sr=1-193&refinements=p_n_binding_browse-bin%3A492564011%2Cp_36%3A10000-100000
Engineering Guide to the Safety of Concrete and Masonry Dam Structures in the UK,"582,882",163.06,R. A. Reader,Paperback,0860174328, 0860174328, 978-0860174325,https://www.amazon.co.uk/Engineering-Safety-Concrete-Masonry-Structures/dp/0860174328/ref=sr_1_191?s=books&ie=UTF8&qid=1540505406&sr=1-191&refinements=p_n_binding_browse-bin%3A492564011%2Cp_36%3A10000-100000
"Another Time, Another Place, Quantum Leap","506,092",128.58,Judith A. Moose,Paperback,1593931190, 1593931190, 978-1593931193,https://www.amazon.co.uk/Another-Time-Place-Quantum-Leap/dp/1593931190/ref=sr_1_182?s=books&ie=UTF8&qid=1540505406&sr=1-182&refinements=p_n_binding_browse-bin%3A492564011%2Cp_36%3A10000-100000
Numicon: Breaking Barriers Teaching Pack,"348,499",136.03,Tony Wing,Paperback,0198354118, 0198354118, 978-0198354116,https://www.amazon.co.uk/Numicon-Breaking-Barriers-Teaching-Pack/dp/0198354118/ref=sr_1_180?s=books&ie=UTF8&qid=1540505406&sr=1-180&refinements=p_n_binding_browse-bin%3A492564011%2Cp_36%3A10000-100000
Complete Book of Urban Combatives,"280,777",254.96,Lee Morrison,Paperback,1610048849, 1610048849, 978-1610048842,https://www.amazon.co.uk/Complete-Book-Urban-Combatives-Morrison/dp/1610048849/ref=sr_1_179?s=books&ie=UTF8&qid=1540505406&sr=1-179&refinements=p_n_binding_browse-bin%3A492564011%2Cp_36%3A10000-100000
Planning and Environmental Law in Ireland,"638,321",244.87,John Gore-Grimes,Paperback,1847663656, 9781847663658, 978-1847663658,https://www.amazon.co.uk/Planning-Environmental-Ireland-John-Gore-Grimes/dp/1847663656/ref=sr_1_175?s=books&ie=UTF8&qid=1540505390&sr=1-175&refinements=p_n_binding_browse-bin%3A492564011%2Cp_36%3A10000-100000
No Nonsense Number Facts: Teaching for mastery: fluency through reasoning with number facts (No Nonsense Maths),"404,545",288.96,Babcock LDP Primary Mathematics Team,Paperback,1474749542, 1474749542, 978-1474749541,https://www.amazon.co.uk/No-Nonsense-Number-Facts-reasoning/dp/1474749542/ref=sr_1_173?s=books&ie=UTF8&qid=1540505390&sr=1-173&refinements=p_n_binding_browse-bin%3A492564011%2Cp_36%3A10000-100000
Bucovina: A Travel Guide to Romania's Region of Painted Monasteries,"493,377",425.99,Maarit Elo-Valente,Paperback,9529917201, 9529917201, 978-9529917204,https://www.amazon.co.uk/Bucovina-Travel-Romanias-Painted-Monasteries/dp/9529917201/ref=sr_1_171?s=books&ie=UTF8&qid=1540505390&sr=1-171&refinements=p_n_binding_browse-bin%3A492564011%2Cp_36%3A10000-100000
The Guide to Major Trusts 2019/20,"321,729",147.69,Research Team,Paperback,1784820539, 1784820539, 978-1784820534,https://www.amazon.co.uk/Guide-Major-Trusts-2019-20/dp/1784820539/ref=sr_1_166?s=books&ie=UTF8&qid=1540505390&sr=1-166&refinements=p_n_binding_browse-bin%3A492564011%2Cp_36%3A10000-100000
Ezard: Contemporary Australian Food,"511,169",127.57,Teage Ezard,Paperback,1740661850, 1740661850, 978-1740661850,https://www.amazon.co.uk/Ezard-Contemporary-Australian-Food-Teage/dp/1740661850/ref=sr_1_161?s=books&ie=UTF8&qid=1540505390&sr=1-161&refinements=p_n_binding_browse-bin%3A492564011%2Cp_36%3A10000-100000
The Molecular Biology of Insect Disease Vectors: A Methods Manual,"321,954",272.45,Julian Crampton,Paperback,9401071853, 9401071853, 978-9401071857,https://www.amazon.co.uk/Molecular-Biology-Insect-Disease-Vectors/dp/9401071853/ref=sr_1_145?s=books&ie=UTF8&qid=1540505372&sr=1-145&refinements=p_n_binding_browse-bin%3A492564011%2Cp_36%3A10000-100000
CFA Program Curriculum 2018 Level I: Volumes 1 - 6 Box Set (CFA Curriculum 2018),"315,022",129.00,CFA Institute,Paperback,1944250565, 1944250565, 978-1944250560,https://www.amazon.co.uk/CFA-Program-Curriculum-2018-Level/dp/1944250565/ref=sr_1_142?s=books&ie=UTF8&qid=1540505354&sr=1-142&refinements=p_n_binding_browse-bin%3A492564011%2Cp_36%3A10000-100000
Rayney's Tax Planning for Family and Owner-Managed Companies 2018/19,"164,616",135.18,Peter Rayney,Paperback,1526506009, 1526506009, 978-1526506009,https://www.amazon.co.uk/Rayneys-Planning-Family-Owner-Managed-Companies/dp/1526506009/ref=sr_1_137?s=books&ie=UTF8&qid=1540505354&sr=1-137&refinements=p_n_binding_browse-bin%3A492564011%2Cp_36%3A10000-100000
Book of Days,"253,866",103.81,Bob Monkhouse,Paperback,0099271508, 0099271508, 978-0099271505,https://www.amazon.co.uk/Book-Days-Bob-Monkhouse/dp/0099271508/ref=sr_1_136?s=books&ie=UTF8&qid=1540505354&sr=1-136&refinements=p_n_binding_browse-bin%3A492564011%2Cp_36%3A10000-100000
Red-figured Vases of Apulia: 2nd Supplement (Bulletin Supplement),"661,708",581.41,A. D. Trendall,Paperback,0900587636, 0900587636, 978-0900587634,https://www.amazon.co.uk/Red-figured-Vases-Apulia-Supplement-Bulletin/dp/0900587636/ref=sr_1_134?s=books&ie=UTF8&qid=1540505354&sr=1-134&refinements=p_n_binding_browse-bin%3A492564011%2Cp_36%3A10000-100000
The International Rigging and Lifting Handbook 2010,"250,401",157.11,North Sea Lifting,Paperback,1904021220, 1904021220, 978-1904021223,https://www.amazon.co.uk/International-Rigging-Lifting-Handbook-2010/dp/1904021220/ref=sr_1_130?s=books&ie=UTF8&qid=1540505354&sr=1-130&refinements=p_n_binding_browse-bin%3A492564011%2Cp_36%3A10000-100000
The International Rigging and Lifting Handbook 2010,"250,401",157.11,North Sea Lifting,Paperback,1904021220, 1904021220, 978-1904021223,https://www.amazon.co.uk/International-Rigging-Lifting-Handbook-2010/dp/1904021220/ref=sr_1_127?s=books&ie=UTF8&qid=1540505336&sr=1-127&refinements=p_n_binding_browse-bin%3A492564011%2Cp_36%3A10000-100000
Early Deira: Archaeological Studies of the East Riding in the Fourth to Ninth Centuries AD,"527,146",195.00,Helen Geake,Paperback,1900188902, 1900188902, 978-1900188906,https://www.amazon.co.uk/Early-Deira-Archaeological-Studies-Centuries/dp/1900188902/ref=sr_1_123?s=books&ie=UTF8&qid=1540505336&sr=1-123&refinements=p_n_binding_browse-bin%3A492564011%2Cp_36%3A10000-100000
David Hockney: A Bigger Picture,"198,660",147.18,Tim Barringer,Paperback,1907533044, 1907533044, 978-1907533044,https://www.amazon.co.uk/David-Hockney-Picture-Tim-Barringer/dp/1907533044/ref=sr_1_121?s=books&ie=UTF8&qid=1540505336&sr=1-121&refinements=p_n_binding_browse-bin%3A492564011%2Cp_36%3A10000-100000
TRANSAERO - A European Initiative on Transient Aerodynamics for Railway System Optimisation (Notes on Numerical Fluid Mechanics and Multidisciplinary Design),"573,959",292.96,Burkhard Schulte-Werning,Paperback,3642077617, 3642077617, 978-3642077616,https://www.amazon.co.uk/TRANSAERO-Initiative-Aerodynamics-Optimisation-Multidisciplinary/dp/3642077617/ref=sr_1_113?s=books&ie=UTF8&qid=1540505336&sr=1-113&refinements=p_n_binding_browse-bin%3A492564011%2Cp_36%3A10000-100000
History of Italian Renaissance Art 7th (seventh) edition,"625,070",140.74,No Author Specified!!,Paperback,B00763FLTE,Not available,Not available,https://www.amazon.co.uk/History-Italian-Renaissance-Art-seventh/dp/B00763FLTE/ref=sr_1_110?s=books&ie=UTF8&qid=1540505318&sr=1-110&refinements=p_n_binding_browse-bin%3A492564011%2Cp_36%3A10000-100000
WHO classification of tumours of haematopoietic and lymphoid tissues: Vol. 2 (World Health Organization Classification of Tumours),"194,831",157.29,International Agency for Research on Cancer,Paperback,928324494X, 928324494X, 978-9283244943,https://www.amazon.co.uk/classification-tumours-haematopoietic-lymphoid-tissues/dp/928324494X/ref=sr_1_106?s=books&ie=UTF8&qid=1540505318&sr=1-106&refinements=p_n_binding_browse-bin%3A492564011%2Cp_36%3A10000-100000
MCAT Complete 7-Book Subject Review 2019-2020: Online + Book + 3 Practice Tests (Kaplan Test Prep),"341,447",118.56,Kaplan Test Prep,Paperback,1506235484, 9781506235486, 978-1506235486,https://www.amazon.co.uk/Complete-7-Book-Subject-Review-2019-2020/dp/1506235484/ref=sr_1_105?s=books&ie=UTF8&qid=1540505318&sr=1-105&refinements=p_n_binding_browse-bin%3A492564011%2Cp_36%3A10000-100000
Butterworths Employment Law Handbook,"156,614",112.49,Peter Wallington,Paperback,1474307698, 1474307698, 978-1474307697,https://www.amazon.co.uk/Butterworths-Employment-Handbook-Peter-Wallington/dp/1474307698/ref=sr_1_99?s=books&ie=UTF8&qid=1540505318&sr=1-99&refinements=p_n_binding_browse-bin%3A492564011%2Cp_36%3A10000-100000
Tolley's Yellow Tax Handbook 2017-18 (6 Vol Set),"254,274",114.80,Anne Redston,Paperback,1474304095, 1474304095, 978-1474304092,https://www.amazon.co.uk/Tolleys-Yellow-Tax-Handbook-2017-18/dp/1474304095/ref=sr_1_97?s=books&ie=UTF8&qid=1540505318&sr=1-97&refinements=p_n_binding_browse-bin%3A492564011%2Cp_36%3A10000-100000
Deadbase Ten: The Complete Guide to Grateful Dead Songlists,"533,987",115.17,John W. Scott,Paperback,1877657204, 1877657204, 978-1877657207,https://www.amazon.co.uk/Deadbase-Ten-Complete-Grateful-Songlists/dp/1877657204/ref=sr_1_95?s=books&ie=UTF8&qid=1540505300&sr=1-95&refinements=p_n_binding_browse-bin%3A492564011%2Cp_36%3A10000-100000
Plain and Painted Pottery: The Rise of Neolithic Ceramic Styles on the Syrian and Northern Mesopotamian Plains (Papers on Archaeology from the Leiden Museum of Antiquities),"511,934",129.96,Olivier Nieuwenhuyse,Paperback,2503524443, 2503524443, 978-2503524443,https://www.amazon.co.uk/Plain-Painted-Pottery-Mesopotamian-Archaeology/dp/2503524443/ref=sr_1_92?s=books&ie=UTF8&qid=1540505300&sr=1-92&refinements=p_n_binding_browse-bin%3A492564011%2Cp_36%3A10000-100000
Neuro-Semantics: Actaulizing Meaning & Performance,"444,164",104.91,L Michael Hall,Paperback,1890001406, 1890001406, 978-1890001407,https://www.amazon.co.uk/Neuro-Semantics-Actaulizing-Performance-Michael-Hall/dp/1890001406/ref=sr_1_88?s=books&ie=UTF8&qid=1540505300&sr=1-88&refinements=p_n_binding_browse-bin%3A492564011%2Cp_36%3A10000-100000
Atlas Et Manuel Clinique Anatomie Générale,"505,972",195.00,Kenneth P. Moses,Paperback,2294738993, 2294738993, 978-2294738999,https://www.amazon.co.uk/Atlas-Manuel-Clinique-Anatomie-G%C3%A9n%C3%A9rale/dp/2294738993/ref=sr_1_83?s=books&ie=UTF8&qid=1540505300&sr=1-83&refinements=p_n_binding_browse-bin%3A492564011%2Cp_36%3A10000-100000
"Dinosaur Cove Collection 20 Books Box Gift Set Pack by Rex Stone RRP: £99.80 (Finding the Deceptive , Assault of the Friendly Fiends, Chasing the Tunnelling Trickster, Clash of the Monster Crocs, Rampage of the Hungry Giants, Haunting of the Ghost Runners, Stalking the Fanned Predator, Shadowing the Wolf-Face Reptiles, Swarm of the Fanged Lizards, Snatched By the Dawn Thief, Attack of the Lizard King, Charge of the Three-Horned Monster, March of the Armoured Beasts, Flight of the Winged Serpent, Catching the Speedy Thief, Stampede of the Giant Reptiles, Rescuing the Plated Lizard, Swimming with the Sea Monster, Tracking the Gigantic Beast, Escape from the Fierce Predator)","152,545",130.67,Rex Stone,Paperback,B005PX60DS, 320033181X, 978-3200331815,https://www.amazon.co.uk/Dinosaur-Cove-Collection-Books-Stone/dp/B005PX60DS/ref=sr_1_82?s=books&ie=UTF8&qid=1540505300&sr=1-82&refinements=p_n_binding_browse-bin%3A492564011%2Cp_36%3A10000-100000
Essential Med Notes 2018: Comprehensive Medical Reference & Review for USMLE II and MCCQE,"366,320",179.99,Tina Binesh-Marvasti,Paperback,192736339X, 9781927363393, 978-1927363393,https://www.amazon.co.uk/Essential-Med-Notes-2018-Comprehensive/dp/192736339X/ref=sr_1_81?s=books&ie=UTF8&qid=1540505300&sr=1-81&refinements=p_n_binding_browse-bin%3A492564011%2Cp_36%3A10000-100000
"Judo: History, Theory, Practice","360,192",151.28,Vladimir Putin,Paperback,1556434456, 1556434456, 978-1556434457,https://www.amazon.co.uk/Judo-History-Practice-Vladimir-Putin/dp/1556434456/ref=sr_1_76?s=books&ie=UTF8&qid=1540505282&sr=1-76&refinements=p_n_binding_browse-bin%3A492564011%2Cp_36%3A10000-100000
"GENKI 1-2 , Learning Japanese for Beginners 4-BOOK Bundle Set , An Integrated Course in Elementary Workbook 1 , 2 & Textbook 1 , 2 , Sticky Notes","320,047",111.80,Eri Banno,Paperback,B01M3STG9N,Not available,Not available,https://www.amazon.co.uk/Learning-Japanese-Beginners-Integrated-Elementary/dp/B01M3STG9N/ref=sr_1_74?s=books&ie=UTF8&qid=1540505282&sr=1-74&refinements=p_n_binding_browse-bin%3A492564011%2Cp_36%3A10000-100000
Principles of Electron Optics: Basic Geometrical Optics: 1,"306,585",190.66,Peter W. Hawkes,Paperback,0081022565, 0081022565, 978-0081022566,https://www.amazon.co.uk/Principles-Electron-Optics-Basic-Geometrical/dp/0081022565/ref=sr_1_72?s=books&ie=UTF8&qid=1540505282&sr=1-72&refinements=p_n_binding_browse-bin%3A492564011%2Cp_36%3A10000-100000
Clinical Informatics Study Guide: Text and Review (Health Informatics),"400,537",104.89,Brian E. Dixon,Paperback,3319227521, 3319227521, 978-3319227528,https://www.amazon.co.uk/Clinical-Informatics-Study-Guide-Review/dp/3319227521/ref=sr_1_69?s=books&ie=UTF8&qid=1540505282&sr=1-69&refinements=p_n_binding_browse-bin%3A492564011%2Cp_36%3A10000-100000
Medical Negligence and Childbirth,"508,424",100.00,Doireann O'Mahony,Paperback,1780438036, 1780438036, 978-1780438030,https://www.amazon.co.uk/Medical-Negligence-Childbirth-Doireann-OMahony/dp/1780438036/ref=sr_1_60?s=books&ie=UTF8&qid=1540505262&sr=1-60&refinements=p_n_binding_browse-bin%3A492564011%2Cp_36%3A10000-100000
Essentials of Clinical Binocular Vision,"510,997",115.08,Erik M. Weissberg OD,Paperback,0750673842, 0750673842, 978-0750673846,https://www.amazon.co.uk/Essentials-Clinical-Binocular-Vision-Weissberg/dp/0750673842/ref=sr_1_56?s=books&ie=UTF8&qid=1540505262&sr=1-56&refinements=p_n_binding_browse-bin%3A492564011%2Cp_36%3A10000-100000
Sliding Mode Control Using MATLAB,"503,047",179.50,Jinkun Liu,Paperback,0128025751, 0128025751, 978-0128025758,https://www.amazon.co.uk/Sliding-Mode-Control-Using-MATLAB/dp/0128025751/ref=sr_1_55?s=books&ie=UTF8&qid=1540505262&sr=1-55&refinements=p_n_binding_browse-bin%3A492564011%2Cp_36%3A10000-100000
"Hero Academy: Oxford Level 8, Purple Book Band: Class pack","459,905",244.44,Bill Ledger,Paperback,019841644X, 019841644X, 978-0198416449,https://www.amazon.co.uk/Hero-Academy-Oxford-Level-Purple/dp/019841644X/ref=sr_1_54?s=books&ie=UTF8&qid=1540505262&sr=1-54&refinements=p_n_binding_browse-bin%3A492564011%2Cp_36%3A10000-100000
No Nonsense Spelling,"292,345",276.04,Babcock LDP Primary Literacy team,Paperback,1474709818, 1474709818, 978-1474709811,https://www.amazon.co.uk/Nonsense-Spelling-Babcock-Primary-Literacy/dp/1474709818/ref=sr_1_52?s=books&ie=UTF8&qid=1540505262&sr=1-52&refinements=p_n_binding_browse-bin%3A492564011%2Cp_36%3A10000-100000
Against the Modern: Dagnan-Bouveret and the Transformation of the Academic Tradition,"317,405",126.85,Gabriel P. Weisberg,Paperback,081353156X, 081353156X, 978-0813531564,https://www.amazon.co.uk/Against-Modern-Dagnan-Bouveret-Transformation-Tradition/dp/081353156X/ref=sr_1_45?s=books&ie=UTF8&qid=1540505248&sr=1-45&refinements=p_n_binding_browse-bin%3A492564011%2Cp_36%3A10000-100000
USMLE Step 1 Lecture Notes 2018: 7-Book Set (Kaplan Test Prep),"144,002",170.18,Kaplan Medical,Paperback,150622122X, 150622122X, 978-1506221229,https://www.amazon.co.uk/USMLE-Step-Lecture-Notes-2018/dp/150622122X/ref=sr_1_43?s=books&ie=UTF8&qid=1540505248&sr=1-43&refinements=p_n_binding_browse-bin%3A492564011%2Cp_36%3A10000-100000
"Chiral Analysis: Advances in Spectroscopy, Chromatography and Emerging Methods","324,018",324.79,P.L. Polavarapu,Paperback,0444640274, 0444640274, 978-0444640277,https://www.amazon.co.uk/Chiral-Analysis-Advances-Spectroscopy-Chromatography/dp/0444640274/ref=sr_1_42?s=books&ie=UTF8&qid=1540505248&sr=1-42&refinements=p_n_binding_browse-bin%3A492564011%2Cp_36%3A10000-100000
"Pathogenic Escherichia coli: Evolution, Omics, Detection and Control","522,393",203.58,Pina  M. Fratamico,Paperback,1910190772, 9781910190777, 978-1910190777,https://www.amazon.co.uk/Pathogenic-Escherichia-coli-Evolution-Detection/dp/1910190772/ref=sr_1_41?s=books&ie=UTF8&qid=1540505248&sr=1-41&refinements=p_n_binding_browse-bin%3A492564011%2Cp_36%3A10000-100000
WHO classification of skin tumours (World Health Organization Classification of Tumours),"53,053",104.95,International Agency for Research on Cancer,Paperback,928322440X, 928322440X, 978-9283224402,https://www.amazon.co.uk/classification-tumours-Organization-Classification-Tumours/dp/928322440X/ref=sr_1_33?s=books&ie=UTF8&qid=1540505248&sr=1-33&refinements=p_n_binding_browse-bin%3A492564011%2Cp_36%3A10000-100000
Navigational Restrictions within the New LOS Context (International Straits of the World),"325,737",198.70,Alexander M. Lewis,Paperback,900432710X, 900432710X, 978-9004327108,https://www.amazon.co.uk/Navigational-Restrictions-Context-International-Straits/dp/900432710X/ref=sr_1_27?s=books&ie=UTF8&qid=1540505230&sr=1-27&refinements=p_n_binding_browse-bin%3A492564011%2Cp_36%3A10000-100000
PID Control in the Third Millennium: Lessons Learned and New Approaches (Advances in Industrial Control),"306,300",199.65,Ramon Vilanova,Paperback,1447161939, 1447161939, 978-1447161936,https://www.amazon.co.uk/PID-Control-Third-Millennium-Approaches/dp/1447161939/ref=sr_1_24?s=books&ie=UTF8&qid=1540505230&sr=1-24&refinements=p_n_binding_browse-bin%3A492564011%2Cp_36%3A10000-100000
"La biblioteca di Nicolò Leoniceno: Tra Aristotele e Galeno, cultura e libri di un medico umanista (Studi / Accademia toscana di scienze e lettere La Colombaria)","318,809",150.94,Daniela Mugnai Carrara,Paperback,8822239148, 8822239148, 978-8822239143,https://www.amazon.co.uk/biblioteca-Nicol%C3%B2-Leoniceno-Aristotele-Colombaria/dp/8822239148/ref=sr_1_13/260-1751119-8188766?s=books&ie=UTF8&qid=1540505221&sr=1-13&refinements=p_n_binding_browse-bin%3A492564011%2Cp_36%3A10000-100000
